title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url
ראיסה בשוק הפשפשים,4.3,3024,"שוק הפשפשים, Rabbi Yohanan St 10",Tel Aviv-Yafo,,IL,http://ontopo.co.il/raisa,+972 3-620-2262,Cocktail bar,https://www.google.com/maps/search/?api=1&query=%D7%A8%D7%90%D7%99%D7%A1%D7%94%20%D7%91%D7%A9%D7%95%D7%A7%20%D7%94%D7%A4%D7%A9%D7%A4%D7%A9%D7%99%D7%9D&query_place_id=ChIJ96GWDblMHRURuw-vqSLbh34
Milgo Milbar,4.3,1804,Rothschild Blvd 142,Tel Aviv-Yafo,,IL,https://milgomilbar.co.il/,+972 50-798-1318,Restaurant,https://www.google.com/maps/search/?api=1&query=Milgo%20Milbar&query_place_id=ChIJoSYW_oFLHRUROTeWytMUISo
Kalamata,4.3,3109,Kikar Kdumim 10,Tel Aviv-Yafo,,IL,http://www.kalamata.co.il/,+972 3-681-9998,Greek restaurant,https://www.google.com/maps/search/?api=1&query=Kalamata&query_place_id=ChIJTUx-XcdMHRUR5ceBkkilzW8
HIBA Restaurant,4.6,882,Menakhem Begin Rd 144,Tel Aviv-Yafo,,IL,https://www.hibatlv.co.il/,+972 52-385-2387,Restaurant,https://www.google.com/maps/search/?api=1&query=HIBA%20Restaurant&query_place_id=ChIJ0_0kufVLHRURbEnQPFPvfXI
Shmuel,4.6,962,"Carmel Market, Rabbi Meir St 42",Tel Aviv-Yafo,,IL,https://www.facebook.com/shmuel.carmelmarket,+972 3-631-1650,Mediterranean restaurant,https://www.google.com/maps/search/?api=1&query=Shmuel&query_place_id=ChIJi6xr84NMHRURL99I_lU0Cdc
Pastel restaurant מסעדת פאסטל,4.4,3129,שד׳ שאול המלך 27,Tel Aviv-Yafo,,IL,http://www.pastel-tlv.com/,+972 3-644-7441,Restaurant,https://www.google.com/maps/search/?api=1&query=Pastel%20restaurant%20%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%A4%D7%90%D7%A1%D7%98%D7%9C&query_place_id=ChIJ6644AptLHRURlCPeKB29rbE
מינה טומיי תל אביב,4.3,5276,HaArba'a St 17,Tel Aviv-Yafo,,IL,https://www.minna-tomei.co.il/,+972 3-633-8183,Asian restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%99%D7%A0%D7%94%20%D7%98%D7%95%D7%9E%D7%99%D7%99%20%D7%AA%D7%9C%20%D7%90%D7%91%D7%99%D7%91&query_place_id=ChIJTTswQp1LHRURgkOXrxroDw0
פבלה pavella,4.2,2272,Martin Buber St 1,Ashdod,,IL,https://pavella.co.il/,+972 8-852-6583,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%91%D7%9C%D7%94%20pavella&query_place_id=ChIJ-7Q4h6CjAhURib4atqm42-Q
מקום לשבט,4.4,61,,Midreshet Ben-Gurion,,IL,https://lashevet.co.il/,+972 54-424-2385,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A7%D7%95%D7%9D%20%D7%9C%D7%A9%D7%91%D7%98&query_place_id=ChIJW6y0p5IZAhURNx1x04cUmIo
פיצה טראק PizzaTruck,,0,,Lotan,,IL,https://www.travelhotels.co.il/,+972 50-431-0205,Pizza restaurant,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%99%D7%A6%D7%94%20%D7%98%D7%A8%D7%90%D7%A7%20PizzaTruck&query_place_id=ChIJP1bivmpTABURN9tNCm_nCcs
George & John - Relais & Châteaux,4.4,1377,Auerbach St 6,Tel Aviv-Yafo,,IL,http://gandj.co.il/,+972 3-726-9309,Restaurant,https://www.google.com/maps/search/?api=1&query=George%20%26%20John%20-%20Relais%20%26%20Ch%C3%A2teaux&query_place_id=ChIJl5CMejNNHRURXa-pmIKHL9c
שנטי טראק,5.0,7,רמת הנגב שלווה,במדבר,,IL,http://www.shanti.org.il/shantitruck,+972 3-954-9300,Fast food restaurant,https://www.google.com/maps/search/?api=1&query=%D7%A9%D7%A0%D7%98%D7%99%20%D7%98%D7%A8%D7%90%D7%A7&query_place_id=ChIJ9R_wP_QdAhUReK2chLlNYtc
Notre Dame Rooftop Restaurant,4.4,875,"Notre Dame Center of Jerusalem, HaTsanhanim St 3, 4th Floor",Jerusalem,,IL,https://www.notredamecenter.org/cheeseandwine,+972 2-627-9111,Restaurant,https://www.google.com/maps/search/?api=1&query=Notre%20Dame%20Rooftop%20Restaurant&query_place_id=ChIJ4-bf2M8pAxURc8fsbzZZKfg
Dabuda סושי אשקלון,4.3,339,חוף דלילה אשקלון,Ashkelon,,IL,https://www.dabuda29.com/,+972 8-850-7223,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=Dabuda%20%D7%A1%D7%95%D7%A9%D7%99%20%D7%90%D7%A9%D7%A7%D7%9C%D7%95%D7%9F&query_place_id=ChIJLb7N4SqdAhURYpOj2cgnbHw
פיצה טרסה,5.0,7,"הר הנגב, חוות אורליה",,,IL,https://www.instagram.com/invites/contact/?i=10ivoghvxjcsb&utm_content=q8294e1,+972 58-477-1528,Pizza restaurant,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%99%D7%A6%D7%94%20%D7%98%D7%A8%D7%A1%D7%94&query_place_id=ChIJ62ZRuS4dAhURklEakH24e88
Amna's olive farm,5.0,1,Muaweya Ben Aby Sofian St,Kafr Qara,,IL,https://www.facebook.com/102688642209405/,+972 52-803-0626,Western restaurant,https://www.google.com/maps/search/?api=1&query=Amna's%20olive%20farm&query_place_id=ChIJRULgUpUHHRUR5I_FdvC9C-0
Bahadunas Hummus,4.4,635,Ha-Amal St 2,Ra'anana,,IL,http://www.bahadunes.co.il/,+972 9-744-2029,Israeli restaurant,https://www.google.com/maps/search/?api=1&query=Bahadunas%20Hummus&query_place_id=ChIJpa4HDGE4HRURqpPqnFwkz6A
Ouzeria,4.6,2909,Matalon St 44,Tel Aviv-Yafo,,IL,http://www.ouzeria.co.il/,+972 3-533-0899,Mediterranean restaurant,https://www.google.com/maps/search/?api=1&query=Ouzeria&query_place_id=ChIJ9XREdZ5MHRURcSnyNb1twI0
ג'פניקה קוויק רעננה כשר,3.8,1395,Zarhin St 1ב,Ra'anana,,IL,https://japanika.net/branches,+972 3-723-6100,Asian restaurant,https://www.google.com/maps/search/?api=1&query=%D7%92'%D7%A4%D7%A0%D7%99%D7%A7%D7%94%20%D7%A7%D7%95%D7%95%D7%99%D7%A7%20%D7%A8%D7%A2%D7%A0%D7%A0%D7%94%20%D7%9B%D7%A9%D7%A8&query_place_id=ChIJZd4yOBM4HRURYk_fMOdr7OM
Shabtai Hayafe,4.3,1915,HaTsorfim St 38,Tel Aviv-Yafo,,IL,https://ontopo.com/he/il/page/shabtaihayafe,+972 3-683-2250,Fish restaurant,https://www.google.com/maps/search/?api=1&query=Shabtai%20Hayafe&query_place_id=ChIJP4Su075MHRURnOUtivHvO08
Yamatoya Bistro Bar,4.2,1310,Bnei Brit St 6,Hod Hasharon,,IL,http://www.yamatoya.co.il/,+972 9-740-7554,Authentic Japanese restaurant,https://www.google.com/maps/search/?api=1&query=Yamatoya%20Bistro%20Bar&query_place_id=ChIJjzkfiIk3HRUR-Ocw3940cGs
Daniel Restaurant,4.1,237,ערער 3,Pardes Hanna-Karkur,,IL,https://www.facebook.com/profile.php?id=61551053911448,+972 1-700-501-224,Restaurant,https://www.google.com/maps/search/?api=1&query=Daniel%20Restaurant&query_place_id=ChIJ7TnnK_4PHRURNkFG6b2tCuQ
Café Noir,4.4,4817,Ahad Ha'Am St 43,Tel Aviv-Yafo,,IL,https://www.cafenoir.co.il/,+972 3-566-3018,Restaurant,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Noir&query_place_id=ChIJ4Q4zoX1LHRURG4iDnJDgQlU
Herbert Samuel Jerusalem Hotel Rooftop Restaurant,3.6,20,Shamai St 25,Jerusalem,,IL,http://www.herbertsamuel.com/en/herbert-samuel-jerusalem,+972 2-560-0600,Kosher restaurant,https://www.google.com/maps/search/?api=1&query=Herbert%20Samuel%20Jerusalem%20Hotel%20Rooftop%20Restaurant&query_place_id=ChIJk2lW_IQpAxURCQ7Je43d0f0
Tofu An,4.4,1146,Derech HaAtsma'ut 74,Binyamina-Giv'at Ada,,IL,https://www.facebook.com/TOFUAN/?fref=ts,+972 4-844-4140,Authentic Japanese restaurant,https://www.google.com/maps/search/?api=1&query=Tofu%20An&query_place_id=ChIJC_slXREMHRURyHxvkPulqp0
Benedict,4.0,3284,"מתחם G, Weizmann St 207",Kefar Sava,,IL,https://www.benedict.co.il/,+972 3-686-8657,Restaurant,https://www.google.com/maps/search/?api=1&query=Benedict&query_place_id=ChIJtXjmlL05HRUR4y4itZJut9Y
Benny's Nature,4.6,277,Nevatim St 28,Pardes Hanna-Karkur,,IL,https://www.bennys-nature.com/,+972 52-612-4683,Vegan restaurant,https://www.google.com/maps/search/?api=1&query=Benny's%20Nature&query_place_id=ChIJYVA9UPIiHBURMXVW1u_7L8o
Ratatui Restaurant,4.2,4684,Ha-Zayit St 90,Emunim,,IL,https://ontopo.co.il/ratatuiemunim/,+972 8-866-4400,Kosher restaurant,https://www.google.com/maps/search/?api=1&query=Ratatui%20Restaurant&query_place_id=ChIJ0bTjzdOiAhURA0xw3FGDMHw
קסרוטי אירוח ביתי איטלקי בטוויסט מדברי (בתיאום מראש),4.8,24,,Samar,,IL,https://www.facebook.com/casarottisamar/,+972 52-456-2357,Italian restaurant,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%A1%D7%A8%D7%95%D7%98%D7%99%20%D7%90%D7%99%D7%A8%D7%95%D7%97%20%D7%91%D7%99%D7%AA%D7%99%20%D7%90%D7%99%D7%98%D7%9C%D7%A7%D7%99%20%D7%91%D7%98%D7%95%D7%95%D7%99%D7%A1%D7%98%20%D7%9E%D7%93%D7%91%D7%A8%D7%99%20(%D7%91%D7%AA%D7%99%D7%90%D7%95%D7%9D%20%D7%9E%D7%A8%D7%90%D7%A9)&query_place_id=ChIJS-IENNtFABURBXlfxdodcok
Prego Pizza,3.9,268,Rothschild St 43,Kefar Sava,,IL,https://prego.co.il/kfarsaba/,+972 9-768-1234,Pizza restaurant,https://www.google.com/maps/search/?api=1&query=Prego%20Pizza&query_place_id=ChIJlQaolLQ5HRURbRVSoD1kw54
Almog's Gallery,4.3,2574,HaGefen St 3,Neve Yamin,,IL,https://almogsgallery.com/,+972 77-883-8890,Cafe,https://www.google.com/maps/search/?api=1&query=Almog's%20Gallery&query_place_id=ChIJ6W7IRpc5HRURkw37SfSMO1w
מסעדת אלהנא Elhana Restaurant مطعم الهنا חביב עמאש,4.3,76,חוף הים,Jisr az-Zarqa,,IL,http://ww.a.habib.com/,+972 52-222-5340,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20%D7%90%D7%9C%D7%94%D7%A0%D7%90%20Elhana%20Restaurant%20%D9%85%D8%B7%D8%B9%D9%85%20%D8%A7%D9%84%D9%87%D9%86%D8%A7%20%D7%97%D7%91%D7%99%D7%91%20%D7%A2%D7%9E%D7%90%D7%A9&query_place_id=ChIJiRJDnZ4NHRURnfESoST2GJ0
Greco,4.0,520,"כיכר המושבה, Sokolov St 46",Hod Hasharon,,IL,https://www.greco.co.il/restaurants/GrecoRestaurrantHodHasharon,+972 77-772-9047,Greek restaurant,https://www.google.com/maps/search/?api=1&query=Greco&query_place_id=ChIJCfKluQA5HRURONo8VSRLqgI
Tata,4.0,1104,"מתחם דור אלון, כביש 650",Pardes Hanna-Karkur,,IL,https://www.facebook.com/TATABISTROCHEF/,+972 4-637-6401,Family restaurant,https://www.google.com/maps/search/?api=1&query=Tata&query_place_id=ChIJ1VUiNxUOHRUR_18PtST2oio
ملحمة الشيف اياد - كفر قاسم אטליז השף איאד כפר קאסם,4.4,265,"Abd El kareem, Qasim Street",Kfar Qasim,,IL,https://chefeyad.co/,+972 54-773-0677,Butcher shop,https://www.google.com/maps/search/?api=1&query=%D9%85%D9%84%D8%AD%D9%85%D8%A9%20%D8%A7%D9%84%D8%B4%D9%8A%D9%81%20%D8%A7%D9%8A%D8%A7%D8%AF%20-%20%D9%83%D9%81%D8%B1%20%D9%82%D8%A7%D8%B3%D9%85%20%D7%90%D7%98%D7%9C%D7%99%D7%96%20%D7%94%D7%A9%D7%A3%20%D7%90%D7%99%D7%90%D7%93%20%D7%9B%D7%A4%D7%A8%20%D7%A7%D7%90%D7%A1%D7%9D&query_place_id=ChIJof2GHtgxHRURu5mRxcotrIY
Taj,4.6,575,Rothschild St 2,Or Akiva,,IL,https://www.facebook.com/tajrestaurant.orakiva,+972 58-538-8440,Indian restaurant,https://www.google.com/maps/search/?api=1&query=Taj&query_place_id=ChIJmYJrQk0MHRURRakTh45WIbY
Kan Kai - Sushi Wok Bar,4.1,599,Moshe Dayan St 2,Rosh Haayin,,IL,http://kankai.co.il/,+972 3-902-1833,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=Kan%20Kai%20-%20Sushi%20Wok%20Bar&query_place_id=ChIJTxgD9Mc2HRURBwO5RA4ZxZ8
Ella Patisserie,4.2,1555,א.ת. עמק חפר דרך נחל אלכסנדר 5,,,IL,https://www.ella-patisserie.co.il/,+972 4-654-6155,Patisserie,https://www.google.com/maps/search/?api=1&query=Ella%20Patisserie&query_place_id=ChIJC8yrVnoTHRURZCqH_Qpcowo
DINER,4.5,1750,Ha-Rakun St 2,Hod Hasharon,,IL,http://www.dinerrest.co.il/,+972 3-753-9088,Restaurant,https://www.google.com/maps/search/?api=1&query=DINER&query_place_id=ChIJAwn5sto3HRURVfXepBCMFk8
Pizza Pomedro,4.2,419,HaNassi St 66,Hadera,,IL,https://israelbusinessguide.com/catalog/hadera/pizza_pomedro/,+972 4-632-6432,Pizza restaurant,https://www.google.com/maps/search/?api=1&query=Pizza%20Pomedro&query_place_id=ChIJh7A_u0YSHRURN4gcqRlQWSs
Pasta Loco,4.5,910,Hillel Yafe St 20,Hadera,,IL,http://www.pastaloco.com/,+972 4-693-6305,Italian restaurant,https://www.google.com/maps/search/?api=1&query=Pasta%20Loco&query_place_id=ChIJsTj7B1ASHRURgwoArCxAwhQ
Burger Legends,4.1,220,HaGiborim St 63,Hadera,,IL,https://www.burgerlegends.co.il/,+972 52-612-6229,Hamburger restaurant,https://www.google.com/maps/search/?api=1&query=Burger%20Legends&query_place_id=ChIJ19KS0eUTHRURauZTecsvAgc
Izakaya Sushi Market,4.7,1336,HaYarkonim St 43,Petah Tikva,,IL,http://sushimarket.co.il/,+972 3-605-7423,Izakaya restaurant,https://www.google.com/maps/search/?api=1&query=Izakaya%20Sushi%20Market&query_place_id=ChIJFZqjGls2HRUR2rjPG1UnzXo
Cramim Restaurant,4.3,4404,Shderat ha-Ikarim 70,Sgula,,IL,http://www.cramimrest.co.il/,+972 8-850-5859,Restaurant,https://www.google.com/maps/search/?api=1&query=Cramim%20Restaurant&query_place_id=ChIJ1cpI6S6UAhURzXzIBmqa4Zs
Play hotel restaurant,4.4,34,Menakhem Begin Rd 144,Tel Aviv-Yafo,,IL,https://www.playhotels.com/play-midtown-tel-aviv-culinary,,Western restaurant,https://www.google.com/maps/search/?api=1&query=Play%20hotel%20restaurant&query_place_id=ChIJdw9PY_ZLHRURz_eMc2Xxv0s
Abu Za'id the Bedouin Restaurant,4.1,661,תחנת דלק פז,Hagor,,IL,https://restaurantguru.com/Abu-Zaid-the-Bedouin-Restaurant-Israel,+972 3-903-2475,Restaurant,https://www.google.com/maps/search/?api=1&query=Abu%20Za'id%20the%20Bedouin%20Restaurant&query_place_id=ChIJDxW1cgE6HRUR4eXSAzrYoUE
Nagisa,3.9,783,"אזור התעשייה, HaTa'as St 14",Kefar Sava,,IL,https://nagisasushi.co.il/kfar-saba/,+972 77-700-0333,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=Nagisa&query_place_id=ChIJ_4X6jR74-hQRrcHMPqtULM4
ג׳פניקה קיסריה | JAPANIKA CAESAREA,4.1,3893,"אזור תעשייה צפוני, Khalamish St 17",Caesarea,,IL,https://www.japanika.net/branch/%D7%A7%D7%99%D7%A1%D7%A8%D7%99%D7%94/,+972 3-723-6100,Asian restaurant,https://www.google.com/maps/search/?api=1&query=%D7%92%D7%B3%D7%A4%D7%A0%D7%99%D7%A7%D7%94%20%D7%A7%D7%99%D7%A1%D7%A8%D7%99%D7%94%20%7C%20JAPANIKA%20CAESAREA&query_place_id=ChIJ3aPDStgNHRUR8kI2tCCH6KM
באבא- בשר עם עופי,4.5,19,,Kmehin,,IL,http://www.baba-rest.co.il/,+972 50-472-1914,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%91%D7%90%D7%91%D7%90-%20%D7%91%D7%A9%D7%A8%20%D7%A2%D7%9D%20%D7%A2%D7%95%D7%A4%D7%99&query_place_id=ChIJr0W9HkX__RQRR67_-Hp77qg
Café Feinberg,4.2,1769,Jabotinsky St 34,Hadera,,IL,https://cafefainberg.co.il/,+972 4-634-4490,Coffee shop,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Feinberg&query_place_id=ChIJCwP63U4SHRUREXvrF5gniCw
Bravo Restaurant,4.1,193,Combe St 10,Hadera,,IL,https://www.getrestaur.co.il/%D7%9E%D7%A1%D7%A2%D7%93%D7%AA%20-%20%D7%91%D7%A8%D7%90%D7%91%D7%95%20-%202769,+972 4-622-0158,Restaurant,https://www.google.com/maps/search/?api=1&query=Bravo%20Restaurant&query_place_id=ChIJNa5pYV4SHRUR-8xBfcWUzUQ
פוקי ואן - Poke Van,4.7,298,Khalamish St 7,Caesarea,,IL,https://caesarea.pokevan.co.il/,+972 4-888-0040,Asian restaurant,https://www.google.com/maps/search/?api=1&query=%D7%A4%D7%95%D7%A7%D7%99%20%D7%95%D7%90%D7%9F%20-%20Poke%20Van&query_place_id=ChIJc6V2B-INHRURTtuxeOL4tvA
Katy's,4.6,396,Ha-Soreg St 2,Jerusalem,,IL,https://www.katys-restaurant.com/,+972 2-623-1793,Restaurant,https://www.google.com/maps/search/?api=1&query=Katy's&query_place_id=ChIJ8zqTL9EpAxURoAH_wQQPDdo
Patio Cafe & Restaurant,4.3,396,Ha-Nasi St 3,Ashkelon,,IL,http://patio-cafe.co.il/,+972 8-614-4808,Restaurant,https://www.google.com/maps/search/?api=1&query=Patio%20Cafe%20%26%20Restaurant&query_place_id=ChIJMSHq2jedAhURmUL5WyjGJ4c
Salta,4.4,1314,Rambam St 10,Ra'anana,,IL,https://www.saltaa.com/?utm_source=local&utm_medium=organic&utm_campaign=gmb,+972 54-330-6736,Kosher restaurant,https://www.google.com/maps/search/?api=1&query=Salta&query_place_id=ChIJ5TpFFhM4HRURb5TdFhrWFnc
Turkiz,4.4,2659,Derech Hefer 19,Beit Yitzhak-Sha'ar Hefer,,IL,https://www.turkiz.net/,+972 9-884-5560,Furniture store,https://www.google.com/maps/search/?api=1&query=Turkiz&query_place_id=ChIJwTqC5xAVHRURFSeIRiVI004
Hamaashena המעשנה,4.3,1870,Netiv HaZayit 88,Yanuv,,IL,http://www.hamaashena.co.il/?utm_source=gmb,+972 9-894-5118,Restaurant,https://www.google.com/maps/search/?api=1&query=Hamaashena%20%D7%94%D7%9E%D7%A2%D7%A9%D7%A0%D7%94&query_place_id=ChIJ_WF3wgcWHRURNJ_60OUes3s
תפארת הפלאפל והשווארמה,4.3,1614,Weizmann St 147,Kefar Sava,,IL,https://www.mako.co.il/food-restaurants/street-food-critics/Article-7faba299a10b961006.htm,+972 9-767-3083,Falafel restaurant,https://www.google.com/maps/search/?api=1&query=%D7%AA%D7%A4%D7%90%D7%A8%D7%AA%20%D7%94%D7%A4%D7%9C%D7%90%D7%A4%D7%9C%20%D7%95%D7%94%D7%A9%D7%95%D7%95%D7%90%D7%A8%D7%9E%D7%94&query_place_id=ChIJ757ISrE5HRURAZc0648KHmE
רותה ולולו,3.7,3,רבי דוד מלול 113,Yeruham,,IL,http://www.rutavelulu.com/,+972 58-441-0188,Cafe,https://www.google.com/maps/search/?api=1&query=%D7%A8%D7%95%D7%AA%D7%94%20%D7%95%D7%9C%D7%95%D7%9C%D7%95&query_place_id=ChIJFdHLeKo_AhUR6bD9tJXrMvY
Limani Bistro,4.1,1649,נמל,Caesarea,,IL,https://limanibistro.co.il/,+972 4-610-0022,Mediterranean restaurant,https://www.google.com/maps/search/?api=1&query=Limani%20Bistro&query_place_id=ChIJ_boQOvgMHRURHGJuU6Nl3Mk
Ben Hemo Restaurant,4.1,1702,"מרכז מסחרי, HaRav Kuk St 1",Or Akiva,,IL,https://www.zooz360.co.il/main.asp?card=1466,,Meat dish restaurant,https://www.google.com/maps/search/?api=1&query=Ben%20Hemo%20Restaurant&query_place_id=ChIJSbMtRE4MHRUR3KJgQFKZR1E
קייטרינג רוניתא | קייטרינג בשרי וחלבי,4.6,14,דרך עין מור 5,Midreshet Ben-Gurion,,IL,https://www.ronita-negev.info/,+972 54-473-9935,Caterer,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%99%D7%99%D7%98%D7%A8%D7%99%D7%A0%D7%92%20%D7%A8%D7%95%D7%A0%D7%99%D7%AA%D7%90%20%7C%20%D7%A7%D7%99%D7%99%D7%98%D7%A8%D7%99%D7%A0%D7%92%20%D7%91%D7%A9%D7%A8%D7%99%20%D7%95%D7%97%D7%9C%D7%91%D7%99&query_place_id=ChIJ44L6ou4ZAhURF-YknCvbcOg
Café LYON,4.7,2730,HaNahshol St 22,Yavne,,IL,http://cafelyon-yavne.click2eat.co.il/,+972 8-667-7105,Cafe,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20LYON&query_place_id=ChIJddWqFl26AhURJShBdUnSG8k
Kofinas,4.4,4351,Ha-Shibolim St 5,Tzur Moshe,,IL,https://www.kofinas.co.il/,+972 9-772-2672,Restaurant,https://www.google.com/maps/search/?api=1&query=Kofinas&query_place_id=ChIJgQdm5zE-HRURt3QHD6ZGYOE
Hanamaru,4.5,4901,Rahvat HaBanim,Beit Yitzhak-Sha'ar Hefer,,IL,http://hanamaru.rest.co.il/,+972 9-882-8493,Restaurant,https://www.google.com/maps/search/?api=1&query=Hanamaru&query_place_id=ChIJLcQy1mgVHRUR7eYqVhkvwkw
Vivino - כפר סבא,4.6,1397,אושילנד,Kefar Sava,,IL,https://www.vivino.co.il/KfarSaba,+972 9-833-3235,Italian restaurant,https://www.google.com/maps/search/?api=1&query=Vivino%20-%20%D7%9B%D7%A4%D7%A8%20%D7%A1%D7%91%D7%90&query_place_id=ChIJo5RMLCo5HRURgrUGHjMXHOw
Piano Piano,4.3,3719,"G, Weizmann St 301",Kefar Sava,,IL,http://pianopiano.co.il/,+972 9-768-8778,Italian restaurant,https://www.google.com/maps/search/?api=1&query=Piano%20Piano&query_place_id=ChIJO9QZBrQ5HRURBqt2-Z3W1u8
האוהל של סלימה,4.4,60,"רכ'מה כפר רכ'מה, ליד",Yeruham,,IL,https://www.facebook.com/%D7%90%D7%99%D7%A8%D7%95%D7%97-%D7%91%D7%93%D7%95%D7%90%D7%99-%D7%91%D7%99%D7%A8%D7%95%D7%97%D7%9D-289903377836836/,+972 52-331-8745,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%94%D7%90%D7%95%D7%94%D7%9C%20%D7%A9%D7%9C%20%D7%A1%D7%9C%D7%99%D7%9E%D7%94&query_place_id=ChIJRSgovM84AhUReVBvyUrf3tc
ג'חנון במדבר,5.0,1,17,Sde Boker,,IL,https://easy.co.il/page/10127642?utm_campaign=bizpage_share&utm_source=native_share&utm_medium=direct_link,+972 52-464-3234,Country food restaurant,https://www.google.com/maps/search/?api=1&query=%D7%92'%D7%97%D7%A0%D7%95%D7%9F%20%D7%91%D7%9E%D7%93%D7%91%D7%A8&query_place_id=ChIJwZmE6bUZAhURBTEesg1AozI
אושי אושי דימונה,4.0,132,דימרי סנטר,Dimona,,IL,https://oshioshi.co.il/%D7%93%D7%99%D7%9E%D7%95%D7%A0%D7%94/,+972 8-651-5050,Sushi restaurant,https://www.google.com/maps/search/?api=1&query=%D7%90%D7%95%D7%A9%D7%99%20%D7%90%D7%95%D7%A9%D7%99%20%D7%93%D7%99%D7%9E%D7%95%D7%A0%D7%94&query_place_id=ChIJrT3y-UhFAhURGszWOJN7tb4
Restaurant Bunny,4.4,439,Shechterman Tzvi St 17-21,Netanya,,IL,https://www.rest.co.il/rest/21471890/,+972 9-861-8206,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Bunny&query_place_id=ChIJz4JholgVHRURUs_xDuVCOyk
המקסיקני,4.1,110,Sderot HaNassi 1,Dimona,,IL,https://www.mexicani.co.il/,+972 1-700-505-033,Mexican restaurant,https://www.google.com/maps/search/?api=1&query=%D7%94%D7%9E%D7%A7%D7%A1%D7%99%D7%A7%D7%A0%D7%99&query_place_id=ChIJA2FKSKFHAhURKWBJDPcAEUw
Rong'an Thai restaurant in Ashdod,4.4,2058,Max Nordau St 24,Ashdod,,IL,https://he-il.facebook.com/%D7%A8%D7%95%D7%A0%D7%92%D7%90%D7%9F-%D7%9E%D7%90%D7%9B%D7%9C%D7%99%D7%9D-%D7%AA%D7%90%D7%99%D7%9C%D7%A0%D7%93%D7%99%D7%9D-%D7%90%D7%95%D7%AA%D7%A0%D7%98%D7%99%D7%9D-%D7%94%D7%93%D7%A3-%D7%94%D7%97%D7%93%D7%A9-1386587721561814/,+972 54-811-1585,Thai restaurant,https://www.google.com/maps/search/?api=1&query=Rong'an%20Thai%20restaurant%20in%20Ashdod&query_place_id=ChIJG_suQOGiAhURKrissiYr-Vk
The Crusaders Restaurant,4.2,2192,הנמל העתיק קיסריה,Caesarea,,IL,https://hazalbanim.co.il/,+972 4-636-1679,Kosher restaurant,https://www.google.com/maps/search/?api=1&query=The%20Crusaders%20Restaurant&query_place_id=ChIJ_boQOvgMHRURpn_NuDeLh6E
סומבררו דימונה,4.1,468,"מ""ד המעפילים 24-28",Dimona,,IL,https://israelbusinessguide.com/catalog/dimona/sombrero_dimona___/,+972 8-655-1135,Fast food restaurant,https://www.google.com/maps/search/?api=1&query=%D7%A1%D7%95%D7%9E%D7%91%D7%A8%D7%A8%D7%95%20%D7%93%D7%99%D7%9E%D7%95%D7%A0%D7%94&query_place_id=ChIJr-Yu5gNGAhURilifaEjqgUg
Pizza Kaparuchka,4.7,1834,Akhva St 19,Arad,,IL,http://kaparuchka.com/,+972 8-860-6615,Restaurant,https://www.google.com/maps/search/?api=1&query=Pizza%20Kaparuchka&query_place_id=ChIJ9UfU_gMAAxURk89wMtxUEuY
מינה טומיי עין שמר,4.4,2105,אלונית,Ein Shemer,,IL,http://www.minna-tomei.co.il/,+972 4-607-2222,Asian restaurant,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%99%D7%A0%D7%94%20%D7%98%D7%95%D7%9E%D7%99%D7%99%20%D7%A2%D7%99%D7%9F%20%D7%A9%D7%9E%D7%A8&query_place_id=ChIJEYZJf34PHRURgVgK5t0Y95U
שף זאבי,5.0,3,אלה,Midreshet Ben-Gurion,,IL,https://zevi-arch.com/,+972 52-297-5534,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%A9%D7%A3%20%D7%96%D7%90%D7%91%D7%99&query_place_id=ChIJqbk6B8AZAhURe_E75EPf2lg
סנט ג'ורג' Saint George,4.4,1860,Louis Pasteur St 5,Tel Aviv-Yafo,,IL,http://www.saint-george.co.il/,+972 72-394-1088,Restaurant,https://www.google.com/maps/search/?api=1&query=%D7%A1%D7%A0%D7%98%20%D7%92'%D7%95%D7%A8%D7%92'%20Saint%20George&query_place_id=ChIJY1wEgcdMHRUR16OxQj4kJGE
